Year,Energia iturri berriztagarria,Units,Lurraldea,Eskualdea,Udalerria,GeoCode,Value
2011,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,251.08
2012,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,248.28
2013,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,251.75
2014,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,250.65
2015,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,243.45
2016,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,249.35
2017,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,247.85
2018,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,247.21
2019,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,307.44
2020,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,506.0
2021,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,610.66
2022,Fotovoltaikoa,Watt per capita,,,Laukiz,Laukiz,612.15
2010,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,51.93
2011,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,51.71
2012,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,51.64
2013,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,51.58
2014,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,51.56
2015,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,51.25
2016,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,52.12
2017,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,51.87
2018,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,51.81
2019,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,51.43
2020,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,50.59
2021,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,68.3
2022,Fotovoltaikoa,Watt per capita,,,Leioa,Leioa,71.46
2010,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,0.0
2011,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,0.0
2012,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,0.85
2013,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,14.55
2014,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,14.11
2015,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,14.61
2016,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,14.39
2017,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,14.32
2018,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,14.4
2019,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,14.33
2020,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,43.05
2021,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,55.68
2022,Fotovoltaikoa,Watt per capita,,,Lemoa,Lemoa,55.51
2010,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,114.39
2011,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,109.99
2012,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,104.94
2013,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,101.42
2014,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,97.4
2015,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,97.27
2016,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,98.13
2017,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,97.58
2018,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,97.74
2019,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,96.26
2020,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,109.85
2021,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,136.57
2022,Fotovoltaikoa,Watt per capita,,,Lemoiz,Lemoiz,136.57
2010,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,39.27
2011,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,39.08
2012,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,39.2
2013,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,39.35
2014,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,40.11
2015,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,40.21
2016,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,40.18
2017,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,40.07
2018,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,39.88
2019,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,49.54
2020,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,54.95
2021,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,55.66
2022,Fotovoltaikoa,Watt per capita,,,Lekeitio,Lekeitio,56.0
2010,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,0.0
2011,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,0.0
2012,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,5.86
2013,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,6.0
2014,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,0.0
2015,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,5.79
2016,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,5.75
2017,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,5.78
2018,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,5.81
2019,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,5.75
2020,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,5.81
2021,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,186.31
2022,Fotovoltaikoa,Watt per capita,,,Mañaria,Mañaria,184.91
2010,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,86.81
2011,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,88.86
2012,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,91.77
2013,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,92.1
2014,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,96.93
2015,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,97.26
2016,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,97.09
2017,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,99.94
2018,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,105.26
2019,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,190.33
2020,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,200.4
2021,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,292.21
2022,Fotovoltaikoa,Watt per capita,,Markina-Ondarroa,,Markina-Ondarroa,304.77
2010,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,40.71
2011,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,42.8
2012,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,56.04
2013,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,56.06
2014,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,69.3
2015,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,68.59
2016,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,68.11
2017,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,68.64
2018,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,97.9
2019,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,103.88
2020,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,103.74
2021,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,136.54
2022,Fotovoltaikoa,Watt per capita,,,Markina-Xemein,Markina-Xemein,136.79
2010,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,559.21
2011,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,534.59
2012,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,597.66
2013,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,602.78
2014,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,593.85
2015,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,598.3
2016,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,608.65
2017,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,613.96
2018,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,606.68
2019,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,802.4
2020,Fotovoltaikoa,Watt per capita,,,Maruri-Jatabe,Maruri-Jatabe,764.83
2010,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2011,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2012,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2013,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2014,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2015,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2016,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2017,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2018,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2019,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2020,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,0.0
2021,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,122.89
2022,Fotovoltaikoa,Watt per capita,,,Mendata,Mendata,125.93
2010,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2011,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2012,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2013,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2014,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2015,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2016,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2017,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2018,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2019,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2020,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,0.0
2021,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,447.89
2022,Fotovoltaikoa,Watt per capita,,,Mendexa,Mendexa,449.89
2010,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,27.78
2011,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,94.59
2012,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,110.5
2013,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,111.11
2014,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,237.76
2015,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,241.38
2016,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,245.44
2017,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,247.88
2018,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,245.44
2019,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,248.58
2020,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,239.73
2021,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,238.74
2022,Fotovoltaikoa,Watt per capita,,,Meñaka,Meñaka,234.9
2010,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,27.22
2011,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,32.15
2012,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,32.6
2013,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,32.72
2014,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,31.69
2015,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,32.53
2016,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,32.5
2017,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,32.55
2018,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,32.33
2019,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,32.38
2020,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,32.49
2021,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,50.21
2022,Fotovoltaikoa,Watt per capita,,,Ugao-Miraballes,Ugao-Miraballes,49.76
2010,Fotovoltaikoa,Watt per capita,,,Morga,Morga,291.97
2011,Fotovoltaikoa,Watt per capita,,,Morga,Morga,293.4
2012,Fotovoltaikoa,Watt per capita,,,Morga,Morga,284.38
2013,Fotovoltaikoa,Watt per capita,,,Morga,Morga,291.17
2014,Fotovoltaikoa,Watt per capita,,,Morga,Morga,306.6
2015,Fotovoltaikoa,Watt per capita,,,Morga,Morga,308.61
2016,Fotovoltaikoa,Watt per capita,,,Morga,Morga,320.9
2017,Fotovoltaikoa,Watt per capita,,,Morga,Morga,318.52
2018,Fotovoltaikoa,Watt per capita,,,Morga,Morga,329.92
2019,Fotovoltaikoa,Watt per capita,,,Morga,Morga,333.33
2020,Fotovoltaikoa,Watt per capita,,,Morga,Morga,461.72
2021,Fotovoltaikoa,Watt per capita,,,Morga,Morga,602.33
2022,Fotovoltaikoa,Watt per capita,,,Morga,Morga,610.85
2010,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,109.14
2011,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,109.89
2012,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,108.59
2013,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,109.72
2014,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,186.85
2015,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,185.62
2016,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,226.23
2017,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,221.02
2018,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,233.47
2019,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,231.44
2020,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,280.76
2021,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,422.19
2022,Fotovoltaikoa,Watt per capita,,,Muxika,Muxika,518.22
2010,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,594.06
2011,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,593.75
2012,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,598.22
2013,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,607.77
2014,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,606.71
2015,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,614.64
2016,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,620.99
2017,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,626.1
2018,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,619.31
2019,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,619.64
2020,Fotovoltaikoa,Watt per capita,,,Mundaka,Mundaka,635.78
2010,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,60.3
2011,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,61.34
2012,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,65.4
2013,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,65.31
2014,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,74.86
2015,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,74.31
2016,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,74.44
2017,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,76.58
2018,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,114.13
2019,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,315.14
2020,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,326.48
2021,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,592.99
2022,Fotovoltaikoa,Watt per capita,,,Mungia,Mungia,613.07
2010,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,64.49
2011,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,65.08
2012,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,67.26
2013,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,67.27
2014,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,71.87
2015,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,71.34
2016,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,77.58
2017,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,78.03
2018,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,93.49
2019,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,217.11
2020,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,230.47
2021,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,364.69
2022,Fotovoltaikoa,Watt per capita,,Plentzia-Mungia,,Plentzia-Mungia,387.65
